customer_id,customer_unique_id,customer_city,customer_department,customer_postal_code_prefix
col_customer_0000168,col_unique_000121,Santa Marta,Magdalena,470
col_customer_0000169,col_unique_000122,Bucaramanga,Santander,680
col_customer_0000170,col_unique_000123,Barranquilla,Atlantico,080
col_customer_0000171,col_unique_000124, Medellin,Antioquia,050
col_customer_0000172,col_unique_000125,Medellin,Antioquia,050
col_customer_0000173,col_unique_000126,Bogota,Bogota D.C.,110
col_customer_0000174,col_unique_000127,Barranquilla,Atlantico,080
col_customer_0000175,col_unique_000128,Bogota,Bogota D.C.,110
col_customer_0000176,col_unique_000128,Bogota,Bogota D.C.,110
col_customer_0000177,col_unique_000128,Bogota,Bogota D.C.,110
col_customer_0000178,col_unique_000129,Medellin ,ANTIOQUIA,050
col_customer_0000179,col_unique_000130,Medellin,Antioquia,050
col_customer_0000180,col_unique_000130,Medellin, Antioquia,050
col_customer_0000181,col_unique_000131,Bogota,Bogota D.C.,110
col_customer_0000182,col_unique_000132, Cartagena,Bolivar,130
col_customer_0000183,col_unique_000133,Cucuta,Norte de Santander,540
col_customer_0000184,col_unique_000134,Bogota,Bogota D.C.,110
col_customer_0000185,col_unique_000135,CALI,Valle del Cauca,760
col_customer_0000186,col_unique_000136,Chia, Cundinamarca,250
col_customer_0000187,col_unique_000137,Medellin,Antioquia,050
col_customer_0000188,col_unique_000138,Medellin,Antioquia,050
col_customer_0000189,col_unique_000139,Bogota,Bogota D.C.,110
col_customer_0000190,col_unique_000139,Bogota,Bogota D.C.,110
col_customer_0000191,col_unique_000139,  Bogota  ,Bogota D.C.,110
col_customer_0000192,col_unique_000140,Chia,Cundinamarca,250
col_customer_0000193,col_unique_000141,Bogota, Bogota D.C.,110
col_customer_0000194,col_unique_000142,Cali,Valle del Cauca,760
col_customer_0000195,col_unique_000143,Chia,Cundinamarca,250
col_customer_0000196,col_unique_000143,Chia,,250
col_customer_0000197,col_unique_000144,Cali,Valle del Cauca,760
col_customer_0000198,col_unique_000144,Cali,Valle del Cauca,760
col_customer_0000199,col_unique_000145,Villavicencio,Meta,500
col_customer_0000200,col_unique_000146,bogota,Bogota D.C.,110
col_customer_0000201,col_unique_000146,Bogota,Bogota D.C.,110
col_customer_0000202,col_unique_000146,bogota,Bogota D.C.,110
col_customer_0000203,col_unique_000147,Tunja,Boyaca,150
col_customer_0000204,col_unique_000148,Barranquilla, Atlantico,080
col_customer_0000205,col_unique_000149,Cali,Valle del Cauca,760
col_customer_0000206,col_unique_000149,Cali,Valle del Cauca,760
col_customer_0000207,col_unique_000150,Bogota,Bogota D.C.,110
col_customer_0000208,col_unique_000151,Bogota,Bogota D.C.,110
col_customer_0000209,col_unique_000152,Manizales,Caldas,170
col_customer_0000210,col_unique_000153,Medellin,Antioquia,050
col_customer_0000211,col_unique_000154, Medellin,Antioquia,050
col_customer_0000212,col_unique_000154,Medellin,Antioquia,050
col_customer_0000213,col_unique_000155,Bogota ,BOGOTA D.C.,110
col_customer_0000214,col_unique_000155,Bogota,Bogota D.C.,110
col_customer_0000215,col_unique_000156,Villavicencio,Meta,500
col_customer_0000216,col_unique_000157,Bogota,Bogota D.C.,110
col_customer_0000217,col_unique_000158,Bogota,Bogota D.C.,110
col_customer_0000218,col_unique_000158,  Bogota  ,Bogota D.C.,110
col_customer_0000219,col_unique_000159,Manizales,Caldas,170
col_customer_0000220,col_unique_000160,Medellin,Antioquia,050
col_customer_0000221,col_unique_000161,neiva,Huila,410
col_customer_0000222,col_unique_000162,Barranquilla,Atlantico,080
col_customer_0000223,col_unique_000163,Ibague,Tolima,730
col_customer_0000224,col_unique_000163,IBAGUE,Tolima,730
col_customer_0000225,col_unique_000163,Ibague,Tolima,730
col_customer_0000226,col_unique_000164,Cali,Valle del Cauca,760
col_customer_0000227,col_unique_000165,Popayan,Cauca,190
col_customer_0000228,col_unique_000166,Cali,Valle del Cauca,760
col_customer_0000229,col_unique_000167,Tunja,Boyaca,150
col_customer_0000230,col_unique_000168,Bogota,Bogota D.C.,110
col_customer_0000231,col_unique_000168,Bogota,Bogota D.C.,110
col_customer_0000232,col_unique_000168,Bogota,Bogota D.C.,110
col_customer_0000233,col_unique_000169, Medellin,Antioquia,050
col_customer_0000234,col_unique_000169,Medellin,Antioquia,050
col_customer_0000235,col_unique_000169,Medellin,Antioquia,050
col_customer_0000236,col_unique_000169,Medellin,Antioquia,050
col_customer_0000237,col_unique_000170,Bogota,  Bogota D.C.  ,110
col_customer_0000238,col_unique_000171, Medellin,Antioquia,
col_customer_0000239,col_unique_000172,Bogota,Bogota D.C.,110
col_customer_0000240,col_unique_000173, Bogota,Bogota D.C.,
col_customer_0000241,col_unique_000174,Medellin,Antioquia,050
col_customer_0000242,col_unique_000175,Medellin, Antioquia,050
col_customer_0000243,col_unique_000175,Medellin,Antioquia,050
col_customer_0000244,col_unique_000175,MEDELLIN,Antioquia,
col_customer_0000245,col_unique_000176,Medellin ,Antioquia,050
col_customer_0000246,col_unique_000177,Pasto,Narino,520
col_customer_0000247,col_unique_000178,Ibague,Tolima,730
col_customer_0000248,col_unique_000178,Ibague,Tolima,730
col_customer_0000249,col_unique_000178,Ibague,Tolima,730
col_customer_0000250,col_unique_000179,Bucaramanga,Santander,680
col_customer_0000251,col_unique_000180,Bogota,Bogota D.C.,110
col_customer_0000252,col_unique_000181,Cartagena,Bolivar,130
col_customer_0000253,col_unique_000182,Cartagena,Bolivar,130
col_customer_0000254,col_unique_000182,Cartagena,Bolivar,130
col_customer_0000255,col_unique_000183,Bogota,Bogota D.C.,110
col_customer_0000256,col_unique_000184,Medellin,Antioquia,050
col_customer_0000257,col_unique_000184,Medellin,Antioquia,050
col_customer_0000258,col_unique_000185,Bogota,Bogota D.C.,110
col_customer_0000259,col_unique_000185,Bogota,Bogota D.C.,110
col_customer_0000260,col_unique_000186, Bucaramanga,Santander,680
col_customer_0000261,col_unique_000187,Monteria,Cordoba,230
col_customer_0000262,col_unique_000187,MONTERIA,Cordoba,230
col_customer_0000263,col_unique_000187,Monteria,Cordoba,230
col_customer_0000264,col_unique_000188,Bogota,Bogota D.C.,110
col_customer_0000265,col_unique_000189,Bogota,Bogota D.C.,110
col_customer_0000266,col_unique_000190,Popayan,Cauca,190
col_customer_0000267,col_unique_000191,Bogota,Bogota D.C.,110
col_customer_0000268,col_unique_000192,,Bolivar,130
col_customer_0000269,col_unique_000192,Cartagena,Bolivar,130
col_customer_0000270,col_unique_000193,Cartagena,  Bolivar  ,130
col_customer_0000271,col_unique_000194,Bucaramanga,Santander,680
col_customer_0000272,col_unique_000195,Cali,Valle del Cauca,760
col_customer_0000273,col_unique_000196,Villavicencio,Meta,500
col_customer_0000274,col_unique_000197,Barranquilla, Atlantico,080
col_customer_0000275,col_unique_000198,Bogota,Bogota D.C.,110
col_customer_0000276,col_unique_000199,Medellin,Antioquia,050
col_customer_0000277,col_unique_000200, Chia,Cundinamarca,250
col_customer_0000278,col_unique_000200,  Chia  ,Cundinamarca ,250
col_customer_0000279,col_unique_000200,Chia,Cundinamarca,250
col_customer_0000280,col_unique_000201,Chia,Cundinamarca,250
col_customer_0000281,col_unique_000202,  Cartagena  ,Bolivar,130
col_customer_0000282,col_unique_000203,Medellin,Antioquia,050
col_customer_0000283,col_unique_000204,Monteria,Cordoba,230
col_customer_0000284,col_unique_000205, Bogota,Bogota D.C.,110
col_customer_0000285,col_unique_000206,Medellin,Antioquia,050
col_customer_0000286,col_unique_000207,Bucaramanga,Santander,680
col_customer_0000287,col_unique_000208,  Popayan  ,Cauca,190
col_customer_0000288,col_unique_000209,Barranquilla,Atlantico,080
col_customer_0000289,col_unique_000210,Medellin,Antioquia,050
col_customer_0000290,col_unique_000211,Medellin ,Antioquia,050
col_customer_0000291,col_unique_000212,Manizales,Caldas,170
col_customer_0000292,col_unique_000212,Manizales,Caldas,170
col_customer_0000293,col_unique_000213,Tunja,Boyaca,150
col_customer_0000294,col_unique_000214,Barranquilla ,Atlantico,080
col_customer_0000295,col_unique_000214,BARRANQUILLA,Atlantico,080
col_customer_0000296,col_unique_000215,Barranquilla,atlantico,080
col_customer_0000297,col_unique_000216,Bogota,Bogota D.C.,110
col_customer_0000298,col_unique_000216,Bogota,Bogota D.C.,110
col_customer_0000299,col_unique_000217,Bogota,Bogota D.C.,110
col_customer_0000300,col_unique_000218,Cucuta,Norte de Santander,540
col_customer_0000301,col_unique_000219,Cali,Valle del Cauca,760
col_customer_0000302,col_unique_000219,Cali,Valle del Cauca,760
col_customer_0000303,col_unique_000220,Villavicencio,Meta,500
col_customer_0000304,col_unique_000221,Medellin,Antioquia,050
col_customer_0000305,col_unique_000221,Medellin,Antioquia,050
col_customer_0000306,col_unique_000222,Valledupar,Cesar,200
col_customer_0000307,col_unique_000222,Valledupar,Cesar,200
col_customer_0000308,col_unique_000222,Valledupar,Cesar,200
col_customer_0000309,col_unique_000222,Valledupar,Cesar,200
col_customer_0000310,col_unique_000222,  Valledupar  ,Cesar,200
col_customer_0000311,col_unique_000223,Neiva,Huila,410
col_customer_0000312,col_unique_000224,Bogota,Bogota D.C.,110
col_customer_0000313,col_unique_000225,Cartagena,Bolivar,130
col_customer_0000314,col_unique_000226,Bogota,Bogota D.C.,110
col_customer_0000315,col_unique_000226,Bogota,Bogota D.C.,110
col_customer_0000316,col_unique_000227,chia,Cundinamarca,250
col_customer_0000317,col_unique_000228,cali,Valle del Cauca,760
col_customer_0000318,col_unique_000229,Cali,Valle del Cauca,760
col_customer_0000319,col_unique_000230,Bogota,Bogota D.C.,110
col_customer_0000320,col_unique_000230,Bogota,Bogota D.C.,110
col_customer_0000321,col_unique_000231,Monteria,Cordoba,230
col_customer_0000322,col_unique_000232,Barranquilla,Atlantico,080
col_customer_0000323,col_unique_000233, Medellin,Antioquia,050
col_customer_0000324,col_unique_000233,Medellin,Antioquia,050
col_customer_0000325,col_unique_000234,Cartagena,Bolivar,130
col_customer_0000326,col_unique_000235,Cali,Valle del Cauca ,760
col_customer_0000327,col_unique_000236,Manizales,Caldas,170
col_customer_0000328,col_unique_000237,Bogota,Bogota D.C.,110
col_customer_0000329,col_unique_000238,Ibague,TOLIMA,730
col_customer_0000330,col_unique_000239,Chia,Cundinamarca,250
col_customer_0000331,col_unique_000240,Manizales,Caldas,170
col_customer_0000332,col_unique_000241,Bogota,Bogota D.C.,110
col_customer_0000333,col_unique_000242,Pasto ,Narino,520
col_customer_0000334,col_unique_000243,Cucuta,Norte de Santander,540
col_customer_0000335,col_unique_000244,,  Bogota D.C.  ,110
col_customer_0000336,col_unique_000245,Medellin,Antioquia,050
col_customer_0000337,col_unique_000245,Medellin,Antioquia,050
col_customer_0000338,col_unique_000246,Medellin,Antioquia,050
col_customer_0000339,col_unique_000247,Bogota,Bogota D.C.,110
col_customer_0000340,col_unique_000248,Tunja,Boyaca,150
col_customer_0000341,col_unique_000249,cartagena,Bolivar,130
col_customer_0000342,col_unique_000250,Cali,Valle del Cauca,760
col_customer_0000343,col_unique_000251,Cali,Valle del Cauca,760
col_customer_0000344,col_unique_000252,Manizales,Caldas,170
col_customer_0000345,col_unique_000253,Barranquilla,Atlantico,080
col_customer_0000346,col_unique_000254,Chia,Cundinamarca,250
col_customer_0000347,col_unique_000255,Barranquilla,Atlantico,080
col_customer_0000348,col_unique_000255,Barranquilla,Atlantico,080
col_customer_0000349,col_unique_000255,Barranquilla,Atlantico,080
col_customer_0000350,col_unique_000255,Barranquilla,Atlantico,080
col_customer_0000351,col_unique_000255,Barranquilla,Atlantico,080
col_customer_0000352,col_unique_000256,Tunja,Boyaca,150
col_customer_0000353,col_unique_000257,Medellin,Antioquia,050
col_customer_0000354,col_unique_000257,Medellin,Antioquia,050
col_customer_0000355,col_unique_000258,Chia,Cundinamarca,250
col_customer_0000356,col_unique_000259,Popayan,Cauca,190
col_customer_0000357,col_unique_000260,Cali,Valle del Cauca ,760
col_customer_0000358,col_unique_000260,Cali,Valle del Cauca,760
col_customer_0000359,col_unique_000261,Cali,Valle del Cauca,760
col_customer_0000360,col_unique_000262,Santa Marta,Magdalena,470
col_customer_0000361,col_unique_000263,Bucaramanga,Santander,680
col_customer_0000362,col_unique_000264,Cali,valle del cauca,760
col_customer_0000363,col_unique_000265,Cucuta,Norte de Santander,540
col_customer_0000364,col_unique_000266,Medellin,Antioquia,050
col_customer_0000365,col_unique_000267,Chia,Cundinamarca,250
col_customer_0000366,col_unique_000267,Chia,Cundinamarca,250
col_customer_0000367,col_unique_000268,Valledupar,Cesar,200
col_customer_0000368,col_unique_000269,Bogota,Bogota D.C.,110
col_customer_0000369,col_unique_000269,Bogota,Bogota D.C.,110
col_customer_0000370,col_unique_000269,Bogota,Bogota D.C.,110
col_customer_0000371,col_unique_000270,Bogota,Bogota D.C. ,110
col_customer_0000372,col_unique_000271,Medellin,Antioquia,050
col_customer_0000373,col_unique_000271,Medellin,Antioquia,050
col_customer_0000374,col_unique_000272,Cali,Valle del Cauca,760
col_customer_0000375,col_unique_000273,Cartagena,Bolivar,130
col_customer_0000376,col_unique_000274,Tunja,Boyaca,150
col_customer_0000377,col_unique_000275,Chia,Cundinamarca,250
col_customer_0000378,col_unique_000275,Chia,Cundinamarca,250
col_customer_0000379,col_unique_000276,Tunja,Boyaca,150
col_customer_0000380,col_unique_000277,Medellin,Antioquia,050
col_customer_0000381,col_unique_000278,Chia,Cundinamarca,250
col_customer_0000382,col_unique_000278,Chia,Cundinamarca,250
col_customer_0000383,col_unique_000278,Chia,Cundinamarca,250
col_customer_0000384,col_unique_000279,Cali,Valle del Cauca,760
col_customer_0000385,col_unique_000280,Santa Marta,Magdalena,470
col_customer_0000386,col_unique_000281,Bogota,BOGOTA D.C.,110
col_customer_0000387,col_unique_000282,Cali,Valle del Cauca,760
col_customer_0000388,col_unique_000282,Cali,Valle del Cauca,760
col_customer_0000389,col_unique_000283,Bucaramanga,Santander,680
col_customer_0000390,col_unique_000284,Cartagena,Bolivar,130
col_customer_0000391,col_unique_000285,Bucaramanga,Santander,680
col_customer_0000392,col_unique_000286,Cartagena,BOLIVAR,130
col_customer_0000393,col_unique_000286,Cartagena,Bolivar,130
col_customer_0000394,col_unique_000287,Barranquilla,Atlantico,080
col_customer_0000395,col_unique_000287,Barranquilla,Atlantico,080
col_customer_0000396,col_unique_000288,Bogota,Bogota D.C.,110
col_customer_0000397,col_unique_000289, Bogota,Bogota D.C.,110
col_customer_0000398,col_unique_000290,Ibague,Tolima,730
col_customer_0000399,col_unique_000291,Bogota,Bogota D.C.,110
col_customer_0000400,col_unique_000292,Popayan,Cauca,190
col_customer_0000401,col_unique_000293,Villavicencio,Meta,500
col_customer_0000402,col_unique_000293,Villavicencio ,Meta,500
col_customer_0000403,col_unique_000293,Villavicencio,Meta,500
col_customer_0000404,col_unique_000294,Medellin,Antioquia,050
col_customer_0000405,col_unique_000295,Bogota,Bogota D.C.,110
col_customer_0000406,col_unique_000296,Cali,Valle del Cauca,760
col_customer_0000407,col_unique_000297,Bucaramanga,Santander,680
col_customer_0000408,col_unique_000298,Monteria,Cordoba ,230
col_customer_0000409,col_unique_000299,Medellin,Antioquia,050
col_customer_0000410,col_unique_000300,bogota,Bogota D.C.,110
col_customer_0000411,col_unique_000301,Manizales,Caldas,170
col_customer_0000412,col_unique_000301,Manizales,Caldas,170
col_customer_0000413,col_unique_000302,Cartagena,Bolivar ,130
col_customer_0000414,col_unique_000303,Ibague,Tolima ,730
col_customer_0000415,col_unique_000304,Bogota,BOGOTA D.C.,110
col_customer_0000416,col_unique_000304,Bogota,Bogota D.C.,110
col_customer_0000417,col_unique_000304,Bogota,Bogota D.C.,110
col_customer_0000418,col_unique_000305,Pereira,Risaralda,660
col_customer_0000419,col_unique_000306,Medellin,Antioquia,050
col_customer_0000420,col_unique_000307,Bogota,Bogota D.C.,110
col_customer_0000421,col_unique_000307,Bogota,Bogota D.C.,110
col_customer_0000422,col_unique_000308,Manizales,Caldas,170
col_customer_0000423,col_unique_000309,Bogota,Bogota D.C.,110
col_customer_0000424,col_unique_000310,Medellin,Antioquia,050
col_customer_0000425,col_unique_000311,Barranquilla,Atlantico,080
col_customer_0000426,col_unique_000312,Barranquilla,Atlantico,080
col_customer_0000427,col_unique_000313,Bogota,Bogota D.C.,110
col_customer_0000428,col_unique_000313,Bogota,Bogota D.C.,110
col_customer_0000429,col_unique_000313,Bogota,Bogota D.C.,110
col_customer_0000430,col_unique_000313,Bogota,Bogota D.C.,110
col_customer_0000431,col_unique_000313,Bogota,Bogota D.C.,110
col_customer_0000432,col_unique_000313,Bogota,bogota d.c.,110
col_customer_0000433,col_unique_000314,Medellin,Antioquia,050
col_customer_0000434,col_unique_000314,Medellin,Antioquia,050
col_customer_0000435,col_unique_000315,Bogota,Bogota D.C.,110
col_customer_0000436,col_unique_000316,Bogota,Bogota D.C.,110
col_customer_0000437,col_unique_000317,Medellin,Antioquia,050
col_customer_0000438,col_unique_000317,Medellin,  Antioquia  ,050
col_customer_0000439,col_unique_000318,Medellin ,Antioquia,050
col_customer_0000440,col_unique_000318,Medellin,  Antioquia  ,050
col_customer_0000441,col_unique_000319,Medellin,Antioquia,050
col_customer_0000442,col_unique_000320,Bogota,Bogota D.C.,110
col_customer_0000443,col_unique_000320,Bogota,Bogota D.C.,110
col_customer_0000444,col_unique_000321,Cali,Valle del Cauca,760
