order_id,order_item_id,product_id,seller_id,product_category,shipping_limit_date,price,freight_value,currency
col_order_0000014,3,col_prod_00487,col_seller_0010,deportes,2024-12-07,204500.00,17300.00,COP
col_order_0000017,1,col_prod_00537,col_seller_0076,moda,2024-07-13,159000.00,12600.00,COP
col_order_0000018,1,col_prod_00448,col_seller_0079,celulares,2024-02-01,930100.00,24400.00,COP
col_order_0000019,1,col_prod_00024,col_seller_0051,tecnologia,2025-02-09,420900.00,28900.00,COP
col_order_0000019,2,col_prod_00246,col_seller_0004,libros,2025-02-14,63300.00,12300.00,COP
col_order_0000019,3,col_prod_00518,col_seller_0052,deportes,2025-02-14,101100.00,14100.00,COP
col_order_0000019,4,col_prod_00060,col_seller_0023,tecnologia,2025-02-09,357400.00,25000.00,COP
col_order_0000020,1,col_prod_00073,col_seller_0056,mercado,2025-05-28,64700.00,14800.00,COP
col_order_0000020,2,col_prod_00243,col_seller_0027,tecnologia,2025-05-28,283000.00,13700.00,COP
col_order_0000020,3,col_prod_00042,col_seller_0084,hogar,2025-05-28,121400.00,13900.00,COP
col_order_0000020,4,col_prod_00022,col_seller_0049,celulares,2025-06-01,407600.00,34100.00,COP
col_order_0000021,1,col_prod_00292,col_seller_0047,salud,2025-06-18,163300.00,25700.00,COP
col_order_0000022,1,col_prod_00264,col_seller_0051,hogar,2025-04-23,212300.00,15700.00,COP
col_order_0000023,1,col_prod_00405,col_seller_0059,mercado,2025-06-06,84800.00,21700.00,COP
col_order_0000024,1,col_prod_00298,col_seller_0103,mascotas,2025-08-11,169700.00,24800.00,COP
col_order_0000025,1,col_prod_00304,col_seller_0108,mercado,2024-08-26,80200.00,19000.00,COP
col_order_0000026,1,col_prod_00150,col_seller_0119,moda,2024-04-03,113600.00,13200.00,COP
col_order_0000027,1,col_prod_00210,col_seller_0034,tecnologia,2024-03-14,373500.00,22700.00,COP
col_order_0000028,1,col_prod_00056,col_seller_0068,hogar,2024-06-22,165700.00,23300.00,COP
col_order_0000029,1,col_prod_00558,col_seller_0034,,2024-08-01,365500.00,21900.00,COP
col_order_0000030,1,col_prod_00365,col_seller_0016,tecnologia,2025-01-10,456600.00,25100.00,COP
col_order_0000031,1,col_prod_00588,col_seller_0106,belleza,2024-08-03,98300.00,13700.00,COP
col_order_0000031,2,col_prod_00113,col_seller_0107,juguetes,2024-08-02,118600.00,11800.00,COP
col_order_0000032,1,col_prod_00086,col_seller_0112,mercado,2025-05-05,86000.00,10200.00,COP
col_order_0000032,2,col_prod_00121,col_seller_0040,moda,2025-05-05,132000.00,22600.00,COP
col_order_0000033,1,col_prod_00094,col_seller_0004,libros,2025-04-21,49900.00,21700.00,COP
col_order_0000034,1,col_prod_00130,col_seller_0106,libros,2025-05-09,68700.00,14700.00,COP
col_order_0000034,2,col_prod_00150,col_seller_0028,mascotas,2025-05-07,148600.00,19000.00,COP
col_order_0000035,1,col_rare_prod_0006,col_seller_0111,tecnologia,2024-09-30,398500.00,20500.00,COP
col_order_0000035,2,col_prod_00510,col_seller_0114,tecnologia,2024-09-30,317700.00,17200.00,COP
col_order_0000036,1,col_prod_00477,col_seller_0008,libros,2025-02-14,78600.00,9300.00,COP
col_order_0000036,2,col_prod_00390,col_seller_0071,moda,2025-02-15,101900.00,17300.00,COP
col_order_0000036,3,col_prod_00229,col_seller_0060,hogar,2025-02-12,217600.00,17000.00,COP
col_order_0000036,4,col_prod_00372,col_seller_0112,salud,2025-02-11,157700.00,16300.00,COP
col_order_0000037,1,col_prod_00185,col_seller_0047,salud,2024-09-03,161400.00,19200.00,COP
col_order_0000038,1,col_prod_00221,col_seller_0046,celulares,2024-04-20,630200.00,51800.00,COP
col_order_0000039,1,col_prod_00510,col_seller_0100,deportes,2024-06-16,117000.00,15300.00,COP
col_order_0000039,2,col_prod_00293,col_seller_0027,electrodomesticos,2024-06-16,844300.00,36300.00,COP
col_order_0000040,1,col_prod_00397,col_seller_0020,belleza,2024-11-13,96500.00,12100.00,COP
col_order_0000041,1,col_prod_00125,col_seller_0092,tecnologia,2025-06-10,343500.00,27000.00,COP
col_order_0000042,1,col_prod_00192,col_seller_0021,hogar,2025-09-03,152300.00,11200.00,COP
col_order_0000043,1,col_prod_00473,col_seller_0110,celulares,2024-12-12,846300.00,37000.00,COP
col_order_0000044,1,col_prod_00499,col_seller_0092,accesorios_moto,2025-07-05,209000.00,26200.00,COP
col_order_0000044,2,col_prod_00521,col_seller_0025,electrodomesticos,2025-07-03,649900.00,44400.00,COP
col_order_0000045,1,col_prod_00442,col_seller_0037,hogar,2025-08-30,218300.00,21600.00,COP
col_order_0000046,1,col_prod_00594,col_seller_0021,libros,2024-12-18,79500.00,14500.00,COP
col_order_0000047,1,col_prod_00091,col_seller_0102,accesorios_moto,2025-02-08,221800.00,35700.00,COP
col_order_0000048,1,col_prod_00526,col_seller_0045,moda,2024-09-18,121900.00,15000.00,COP
col_order_0000049,1,col_prod_00525,col_seller_0092,hogar,2024-04-25,112600.00,14300.00,COP
col_order_0000050,1,col_prod_00226,col_seller_0008,,2024-04-14,297700.00,21100.00,COP
col_order_0000050,2,col_prod_00483,col_seller_0029,celulares,2024-04-16,552700.00,29600.00,COP
col_order_0000050,3,col_prod_00334,col_seller_0006,juguetes,2024-04-13,106400.00,12300.00,COP
col_order_0000051,1,col_prod_00537,col_seller_0100,moda,2024-04-26,125000.00,14600.00,COP
col_order_0000052,1,col_prod_00538,col_seller_0038,mascotas,2024-09-10,107600.00,12600.00,COP
col_order_0000052,2,col_prod_00363,col_seller_0053,belleza,2024-09-12,89200.00,20600.00,COP
col_order_0000052,3,col_prod_00255,col_seller_0108,libros,2024-09-13,61600.00,19600.00,COP
col_order_0000052,4,col_rare_prod_0006,col_seller_0048,deportes,2024-09-11,161100.00,21500.00,COP
col_order_0000053,1,col_prod_00489,col_seller_0025,juguetes,2025-06-13,112300.00,14600.00,COP
col_order_0000053,2,col_prod_00252,col_seller_0107,tecnologia,2025-06-13,299400.00,26100.00,COP
col_order_0000054,1,col_prod_00285,col_seller_0044,mercado,2025-10-22,78500.00,10600.00,COP
col_order_0000055,1,col_prod_00420,col_seller_0091,,2025-06-03,540200.00,37600.00,COP
col_order_0000055,2,col_prod_00276,col_seller_0032,moda,2025-06-02,113500.00,11300.00,COP
col_order_0000056,1,col_prod_00305,col_seller_0080,tecnologia,2024-11-07,418000.00,29200.00,COP
col_order_0000058,1,col_prod_00212,col_seller_0106,belleza,2025-06-27,95500.00,12900.00,COP
col_order_0000058,2,col_prod_00200,col_seller_0083,tecnologia,2025-06-22,262300.00,31600.00,COP
col_order_0000059,1,col_rare_prod_0017,col_seller_0116,mercado,2025-08-21,80000.00,8400.00,COP
col_order_0000059,2,col_prod_00390,col_seller_0031,mercado,2025-08-19,87800.00,19100.00,COP
col_order_0000059,3,col_prod_00579,col_seller_0005,hogar,2025-08-22,1228500.00,65200.00,COP
col_order_0000060,1,col_prod_00022,col_seller_0091,hogar,2025-10-11,191200.00,17900.00,COP
col_order_0000060,2,col_prod_00241,col_seller_0013,celulares,2025-10-13,462000.00,38800.00,COP
col_order_0000061,1,col_prod_00376,col_seller_0117,deportes,2024-10-23,174000.00,18300.00,COP
col_order_0000061,2,col_prod_00358,col_seller_0009,tecnologia,2024-10-24,363100.00,26700.00,COP
col_order_0000061,3,col_prod_00261,col_seller_0034,tecnologia,2024-10-25,203500.00,22700.00,COP
col_order_0000062,1,col_prod_00387,col_seller_0003,salud,2024-02-13,93400.00,17000.00,COP
col_order_0000062,2,col_prod_00046,col_seller_0028,belleza,2024-02-18,75500.00,16200.00,COP
col_order_0000062,3,col_prod_00039,col_seller_0093,deportes,2024-02-13,183400.00,11600.00,COP
col_order_0000062,4,col_prod_00512,col_seller_0043,celulares,2024-02-17,864900.00,38400.00,COP
col_order_0000063,1,col_prod_00588,col_seller_0015,juguetes,2025-04-24,136200.00,18500.00,COP
col_order_0000064,1,col_prod_00217,col_seller_0070,deportes,2025-07-04,190000.00,27100.00,COP
col_order_0000065,1,col_prod_00321,col_seller_0102,hogar,2024-03-12,216100.00,19600.00,COP
col_order_0000065,2,col_prod_00331,col_seller_0040,moda,2024-03-16,138200.00,16600.00,COP
col_order_0000066,1,col_prod_00178,col_seller_0020,celulares,2024-04-18,981600.00,39900.00,COP
col_order_0000067,1,col_prod_00572,col_seller_0087,hogar,2025-02-13,163100.00,26500.00,COP
col_order_0000068,1,col_prod_00219,col_seller_0074,salud,2025-05-08,86200.00,10300.00,COP
col_order_0000069,1,col_prod_00521,col_seller_0088,mercado,2024-11-18,90700.00,15700.00,COP
col_order_0000070,1,col_prod_00530,col_seller_0013,deportes,2025-05-22,129800.00,22800.00,COP
col_order_0000071,1,col_prod_00211,col_seller_0075,electrodomesticos,2025-04-23,667900.00,42100.00,COP
col_order_0000072,1,col_prod_00179,col_seller_0088,juguetes,2024-09-07,119900.00,10800.00,COP
col_order_0000074,1,col_prod_00452,col_seller_0082,belleza,2024-05-16,93200.00,18800.00,COP
col_order_0000074,2,col_prod_00149,col_seller_0021,mercado,2024-05-17,85400.00,11400.00,COP
col_order_0000074,3,col_prod_00076,col_seller_0008,hogar,2024-05-16,177900.00,15800.00,COP
col_order_0000076,1,col_prod_00404,col_seller_0089,salud,2024-12-03,161500.00,14400.00,COP
col_order_0000077,1,col_prod_00259,col_seller_0006,belleza,2025-02-14,109400.00,23400.00,COP
col_order_0000078,1,col_prod_00209,col_seller_0090,hogar,2024-04-01,146000.00,12400.00,COP
col_order_0000079,1,col_prod_00454,col_seller_0083,deportes,2025-04-12,147900.00,10900.00,COP
col_order_0000079,2,col_prod_00272,col_seller_0064,,2025-04-11,90300.00,22100.00,COP
col_order_0000080,1,col_prod_00451,col_seller_0039,mercado,2024-01-07,86900.00,16400.00,COP
col_order_0000081,1,col_prod_00134,col_seller_0039,deportes,2025-05-02,205100.00,18400.00,COP
col_order_0000083,1,col_prod_00023,col_seller_0062,electrodomesticos,2025-09-10,554100.00,38300.00,COP
col_order_0000083,2,col_prod_00067,col_seller_0059,tecnologia,2025-09-11,659600.00,48600.00,COP
col_order_0000083,3,col_prod_00352,col_seller_0110,deportes,2025-09-13,196000.00,19400.00,COP
col_order_0000083,4,col_prod_00047,col_seller_0109,mascotas,2025-09-12,117900.00,22200.00,COP
col_order_0000084,1,col_prod_00344,col_seller_0120,mercado,2025-03-19,79300.00,19900.00,COP
col_order_0000085,1,col_prod_00067,col_seller_0082,tecnologia,2025-05-24,327800.00,28900.00,COP
col_order_0000086,1,col_prod_00444,col_seller_0045,hogar,2025-08-03,137300.00,26800.00,COP
col_order_0000087,1,col_prod_00313,col_seller_0071,hogar,2024-01-21,192000.00,11800.00,COP
col_order_0000088,1,col_prod_00501,col_seller_0056,electrodomesticos,2024-09-17,679700.00,41000.00,COP
col_order_0000089,1,col_prod_00404,col_seller_0046,mercado,2024-04-02,100300.00,23200.00,COP
col_order_0000089,2,col_prod_00475,col_seller_0030,mercado,2024-04-07,67100.00,13300.00,COP
col_order_0000090,1,col_prod_00534,col_seller_0072,moda,2024-06-05,161400.00,18200.00,COP
col_order_0000090,2,col_prod_00106,col_seller_0096,moda,2024-06-06,96500.00,17100.00,COP
col_order_0000091,1,col_prod_00335,col_seller_0004,juguetes,2024-08-08,116600.00,15400.00,COP
col_order_0000092,1,col_prod_00371,col_seller_0039,libros,2025-04-08,99100.00,15600.00,COP
col_order_0000092,2,col_prod_00151,col_seller_0094,mercado,2025-04-11,89200.00,19400.00,COP
col_order_0000093,1,col_prod_00209,col_seller_0024,salud,2025-07-10,100400.00,16000.00,COP
col_order_0000094,1,col_prod_00229,col_seller_0103,moda,2025-09-27,173600.00,25400.00,COP
col_order_0000095,1,col_prod_00193,col_seller_0027,libros,2025-05-12,56600.00,17200.00,COP
col_order_0000096,1,col_prod_00189,col_seller_0056,hogar,2025-05-25,223600.00,27300.00,COP
col_order_0000096,2,col_prod_00432,col_seller_0007,tecnologia,2025-05-25,375800.00,31400.00,COP
col_order_0000097,1,col_prod_00496,col_seller_0056,belleza,2024-05-29,65100.00,12500.00,COP
col_order_0000098,1,col_prod_00050,col_seller_0017,libros,2024-08-26,57500.00,12800.00,COP
col_order_0000098,2,col_prod_00480,col_seller_0022,mercado,2024-08-22,74400.00,14300.00,COP
col_order_0000100,1,col_prod_00007,col_seller_0057,mercado,2025-08-08,79300.00,19700.00,COP
col_order_0000100,2,col_prod_00346,col_seller_0055,juguetes,2025-08-08,111100.00,11300.00,COP
col_order_0000100,3,col_prod_00336,col_seller_0087,moda,2025-08-09,117000.00,25300.00,COP
col_order_0000100,4,col_prod_00096,col_seller_0019,hogar,2025-08-04,123400.00,20400.00,COP
col_order_0000101,1,col_prod_00296,col_seller_0079,belleza,2025-04-29,82600.00,16100.00,COP
col_order_0000102,1,col_prod_00186,col_seller_0097,deportes,2025-01-20,165700.00,14100.00,COP
col_order_0000103,1,col_prod_00419,col_seller_0051,celulares,2024-04-13,329600.00,22800.00,COP
col_order_0000104,1,col_prod_00208,col_seller_0054,moda,2024-09-18,151400.00,10800.00,COP
col_order_0000105,1,col_prod_00167,col_seller_0006,belleza,2024-02-10,114500.00,22400.00,COP
col_order_0000106,1,col_prod_00063,col_seller_0057,hogar,2024-11-28,229700.00,22800.00,COP
col_order_0000107,1,col_prod_00433,col_seller_0120,deportes,2025-06-28,156500.00,23000.00,COP
col_order_0000107,2,col_prod_00325,col_seller_0066,moda,2025-06-26,80900.00,23200.00,COP
col_order_0000108,1,col_prod_00382,col_seller_0103,tecnologia,2024-11-17,274600.00,22600.00,COP
col_order_0000108,2,col_prod_00193,col_seller_0090,hogar,2024-11-20,184100.00,16400.00,COP
col_order_0000108,3,col_prod_00461,col_seller_0098,moda,2024-11-16,122700.00,15700.00,COP
col_order_0000109,1,col_prod_00511,col_seller_0111,tecnologia,2025-04-18,447800.00,25100.00,COP
col_order_0000109,2,col_prod_00258,col_seller_0065,libros,2025-04-18,61400.00,9200.00,COP
col_order_0000109,3,col_prod_00456,col_seller_0013,juguetes,2025-04-20,107100.00,11600.00,COP
col_order_0000110,1,col_prod_00476,col_seller_0087,belleza,2025-01-27,107800.00,15400.00,COP
col_order_0000111,1,col_prod_00089,col_seller_0089,hogar,2025-07-10,142000.00,16300.00,COP
col_order_0000113,1,col_prod_00234,col_seller_0108,accesorios_moto,2024-01-31,128100.00,16500.00,COP
col_order_0000114,1,col_prod_00166,col_seller_0108,belleza,2024-06-27,106000.00,24900.00,COP
col_order_0000115,1,col_prod_00263,col_seller_0016,moda,2024-10-31,172800.00,25100.00,COP
col_order_0000115,2,col_prod_00341,col_seller_0116,hogar,2024-10-29,126900.00,18700.00,COP
col_order_0000115,3,col_prod_00431,col_seller_0106,mercado,2024-10-29,83800.00,23400.00,COP
col_order_0000116,1,col_prod_00598,col_seller_0043,mascotas,2025-02-08,135000.00,17900.00,COP
col_order_0000116,2,col_prod_00336,col_seller_0105,hogar,2025-02-05,170100.00,22200.00,COP
col_order_0000116,3,col_prod_00091,col_seller_0009,moda,2025-02-03,182500.00,25800.00,COP
col_order_0000117,1,col_prod_00333,col_seller_0032,mercado,2025-01-27,70400.00,20000.00,COP
col_order_0000117,2,col_prod_00285,col_seller_0013,hogar,2025-01-27,153200.00,23900.00,COP
col_order_0000117,3,col_prod_00297,col_seller_0022,deportes,2025-01-23,208800.00,18800.00,COP
col_order_0000118,1,col_prod_00142,col_seller_0015,tecnologia,2024-08-04,504600.00,27800.00,COP
col_order_0000119,1,col_prod_00035,col_seller_0120,accesorios_moto,2024-10-29,197000.00,20800.00,COP
col_order_0000120,1,col_prod_00108,col_seller_0064,mascotas,2025-02-15,116900.00,18600.00,COP
col_order_0000121,1,col_prod_00248,col_seller_0062,deportes,2024-03-30,188600.00,11700.00,COP
col_order_0000121,2,col_prod_00431,col_seller_0037,moda,2024-04-01,168200.00,13400.00,COP
col_order_0000123,1,col_prod_00395,col_seller_0098,libros,2025-06-04,74200.00,12400.00,COP
col_order_0000123,2,col_prod_00085,col_seller_0068,moda,2025-05-31,150300.00,22500.00,COP
col_order_0000123,3,col_prod_00033,col_seller_0116,belleza,2025-06-01,77200.00,16400.00,COP
col_order_0000124,1,col_prod_00519,col_seller_0120,tecnologia,2025-07-20,495000.00,34100.00,COP
col_order_0000124,2,col_prod_00447,col_seller_0093,libros,2025-07-20,65800.00,8000.00,COP
col_order_0000125,1,col_prod_00061,col_seller_0107,tecnologia,2025-10-19,505000.00,39400.00,COP
col_order_0000126,1,col_prod_00086,col_seller_0021,mercado,2025-06-25,79100.00,13100.00,COP
col_order_0000127,1,col_prod_00125,col_seller_0118,belleza,2025-09-07,94900.00,17900.00,COP
col_order_0000127,2,col_prod_00469,col_seller_0009,accesorios_moto,2025-09-09,125000.00,18400.00,COP
col_order_0000128,1,col_prod_00090,col_seller_0027,electrodomesticos,2025-03-20,882400.00,34000.00,COP
col_order_0000129,1,col_prod_00306,col_seller_0078,belleza,2025-06-16,82200.00,9200.00,COP
col_order_0000130,1,col_prod_00443,col_seller_0081,libros,2024-11-06,56200.00,17400.00,COP
col_order_0000130,2,col_prod_00123,col_seller_0011,tecnologia,2024-11-08,351100.00,21400.00,COP
col_order_0000131,1,col_prod_00187,col_seller_0067,tecnologia,2025-05-16,288300.00,31600.00,COP
col_order_0000131,2,col_prod_00116,col_seller_0033,hogar,2025-05-16,176700.00,27100.00,COP
col_order_0000131,3,col_prod_00091,col_seller_0085,moda,2025-05-17,187600.00,25200.00,COP
col_order_0000131,4,col_prod_00040,col_seller_0029,moda,2025-05-17,205400.00,36500.00,COP
col_order_0000132,1,col_prod_00509,col_seller_0076,moda,2025-06-08,137300.00,24700.00,COP
col_order_0000133,1,col_prod_00279,col_seller_0005,deportes,2025-08-19,122300.00,16700.00,COP
col_order_0000134,1,col_prod_00193,col_seller_0092,accesorios_moto,2025-10-30,129100.00,19100.00,COP
col_order_0000135,1,col_prod_00215,col_seller_0078,juguetes,2024-09-03,104000.00,26500.00,COP
col_order_0000135,2,col_prod_00529,col_seller_0034,tecnologia,2024-09-01,404400.00,33500.00,COP
col_order_0000136,1,col_prod_00594,col_seller_0045,hogar,2024-03-10,145900.00,27400.00,COP
col_order_0000137,1,col_prod_00061,col_seller_0016,celulares,2024-03-26,568500.00,46900.00,COP
col_order_0000138,1,col_prod_00310,col_seller_0082,moda,2024-06-27,100700.00,9000.00,COP
col_order_0000139,1,col_prod_00594,col_seller_0077,hogar,2024-08-14,123700.00,13300.00,COP
col_order_0000139,2,col_prod_00260,col_seller_0019,mascotas,2024-08-14,160800.00,23700.00,COP
col_order_0000140,1,col_prod_00280,col_seller_0080,moda,2024-12-05,65400.00,17200.00,COP
col_order_0000140,2,col_prod_00078,col_seller_0029,juguetes,2024-12-02,123400.00,18700.00,COP
col_order_0000141,1,col_prod_00440,col_seller_0029,salud,2025-02-10,155900.00,17200.00,COP
col_order_0000141,2,col_prod_00271,col_seller_0027,mascotas,2025-02-08,204800.00,23600.00,COP
col_order_0000143,1,col_prod_00563,col_seller_0006,celulares,2025-09-04,425200.00,32400.00,COP
col_order_0000143,2,col_prod_00477,col_seller_0103,moda,2025-09-06,170200.00,15700.00,COP
col_order_0000144,1,col_prod_00238,col_seller_0058,celulares,2025-10-21,641900.00,25300.00,COP
col_order_0000146,1,col_prod_00506,col_seller_0018,libros,2024-08-16,76000.00,12900.00,COP
col_order_0000147,1,col_prod_00336,col_seller_0100,belleza,2024-04-06,83900.00,14200.00,COP
col_order_0000148,1,col_prod_00348,col_seller_0074,mercado,2025-03-26,104100.00,19900.00,COP
col_order_0000149,1,col_prod_00369,col_seller_0085,juguetes,2025-06-02,113100.00,23000.00,COP
col_order_0000150,1,col_prod_00009,col_seller_0111,salud,2025-11-23,198100.00,26400.00,COP
col_order_0000151,1,col_prod_00388,col_seller_0007,moda,2024-11-06,186700.00,16600.00,COP
col_order_0000151,2,col_prod_00450,col_seller_0090,libros,2024-11-06,92600.00,17000.00,COP
col_order_0000153,1,col_prod_00200,col_seller_0083,electrodomesticos,2024-09-30,953700.00,29400.00,COP
col_order_0000153,2,col_prod_00235,col_seller_0061,salud,2024-09-30,118300.00,17500.00,COP
col_order_0000153,3,col_prod_00590,col_seller_0007,mercado,2024-10-03,80900.00,17900.00,COP
col_order_0000153,4,col_prod_00585,col_seller_0116,tecnologia,2024-09-30,249200.00,13800.00,COP
col_order_0000154,1,col_prod_00508,col_seller_0103,tecnologia,2024-12-06,334900.00,23100.00,COP
col_order_0000155,1,col_prod_00237,col_seller_0094,libros,2025-02-03,51800.00,19400.00,COP
col_order_0000156,1,col_prod_00013,col_seller_0048,belleza,2025-05-28,54500.00,20900.00,COP
col_order_0000156,2,col_prod_00164,col_seller_0069,belleza,2025-06-01,88800.00,17800.00,COP
col_order_0000156,3,col_prod_00439,col_seller_0057,tecnologia,2025-05-28,241700.00,21400.00,COP
col_order_0000158,1,col_prod_00034,col_seller_0092,tecnologia,2024-06-08,480700.00,36900.00,COP
col_order_0000159,1,col_prod_00181,col_seller_0001,accesorios_moto,2025-06-22,177000.00,20900.00,COP
col_order_0000160,1,col_prod_00537,col_seller_0116,celulares,2024-10-28,690500.00,32900.00,COP
col_order_0000161,1,col_prod_00210,col_seller_0100,mascotas,2025-06-29,117100.00,19900.00,COP
col_order_0000161,2,col_prod_00300,col_seller_0103,tecnologia,2025-06-28,405600.00,32100.00,COP
col_order_0000162,1,col_prod_00450,col_seller_0037,tecnologia,2025-03-16,650300.00,39800.00,COP
col_order_0000163,1,col_prod_00493,col_seller_0059,electrodomesticos,2024-10-20,626000.00,26200.00,COP
col_order_0000163,2,col_prod_00085,col_seller_0027,deportes,2024-10-23,186200.00,18900.00,COP
col_order_0000164,1,col_prod_00147,col_seller_0092,hogar,2025-04-10,154300.00,13900.00,COP
col_order_0000166,1,col_prod_00108,col_seller_0041,belleza,2024-01-29,80100.00,14500.00,COP
col_order_0000167,1,col_prod_00109,col_seller_0022,deportes,2024-03-16,149900.00,14500.00,COP
col_order_0000168,1,col_prod_00533,col_seller_0034,hogar,2025-03-02,180000.00,19900.00,COP
col_order_0000168,2,col_prod_00315,col_seller_0011,tecnologia,2025-03-05,364100.00,23300.00,COP
col_order_0000169,1,col_prod_00422,col_seller_0033,mercado,2025-04-24,82500.00,11000.00,COP
col_order_0000169,2,col_prod_00030,col_seller_0016,mercado,2025-04-20,90200.00,11600.00,COP
col_order_0000170,1,col_prod_00350,col_seller_0097,tecnologia,2025-07-31,499700.00,35100.00,COP
col_order_0000171,1,col_prod_00279,col_seller_0098,salud,2024-07-13,163000.00,15900.00,COP
col_order_0000171,2,col_prod_00319,col_seller_0022,tecnologia,2024-07-14,632300.00,39700.00,COP
col_order_0000172,1,col_prod_00471,col_seller_0054,belleza,2024-07-01,95200.00,31600.00,COP
col_order_0000173,1,col_prod_00168,col_seller_0078,mascotas,2024-05-16,139500.00,26700.00,COP
col_order_0000174,1,col_prod_00348,col_seller_0045,mercado,2025-07-19,92900.00,12000.00,COP
col_order_0000174,2,col_prod_00308,col_seller_0019,juguetes,2025-07-16,84800.00,11700.00,COP
col_order_0000174,3,col_prod_00252,col_seller_0032,accesorios_moto,2025-07-18,302600.00,23000.00,COP
col_order_0000174,4,col_prod_00576,col_seller_0084,mascotas,2025-07-21,110100.00,22900.00,COP
col_order_0000174,5,col_prod_00172,col_seller_0115,salud,2025-07-16,140400.00,15700.00,COP
col_order_0000175,1,col_prod_00003,col_seller_0012,moda,2025-01-13,221200.00,21700.00,COP
col_order_0000175,2,col_prod_00100,col_seller_0107,belleza,2025-01-11,73800.00,9200.00,COP
col_order_0000176,1,col_prod_00134,col_seller_0084,hogar,2024-07-27,110100.00,17900.00,COP
col_order_0000177,1,col_prod_00329,col_seller_0057,celulares,2024-06-14,598700.00,24200.00,COP
col_order_0000179,1,col_prod_00321,col_seller_0028,hogar,2025-04-30,130700.00,12700.00,COP
col_order_0000180,1,col_prod_00266,col_seller_0033,belleza,2025-05-25,91600.00,20900.00,COP
col_order_0000181,1,col_prod_00389,col_seller_0021,tecnologia,2025-09-14,260900.00,32300.00,COP
col_order_0000183,1,col_prod_00411,col_seller_0070,mercado,2025-05-22,88200.00,21300.00,COP
col_order_0000183,2,col_prod_00479,col_seller_0103,belleza,2025-05-22,108800.00,15900.00,COP
col_order_0000184,1,col_prod_00402,col_seller_0058,juguetes,2024-07-23,107600.00,20900.00,COP
col_order_0000185,1,col_prod_00295,col_seller_0047,belleza,2025-06-12,104300.00,17100.00,COP
col_order_0000186,1,col_prod_00147,col_seller_0112,mascotas,2024-12-10,92900.00,11800.00,COP
col_order_0000187,1,col_prod_00512,col_seller_0087,celulares,2024-01-22,808900.00,57400.00,COP
col_order_0000188,1,col_prod_00356,col_seller_0049,celulares,2024-08-15,603100.00,24900.00,COP
col_order_0000189,1,col_prod_00308,col_seller_0110,moda,2025-07-10,124600.00,17600.00,COP
col_order_0000190,1,col_prod_00461,col_seller_0055,electrodomesticos,2024-08-02,819600.00,30300.00,COP
col_order_0000191,1,col_prod_00464,col_seller_0026,deportes,2024-12-24,126300.00,14800.00,COP
col_order_0000192,1,col_prod_00336,col_seller_0067,libros,2025-01-21,68400.00,21200.00,COP
